message_rate_1m,message_rate_5m,failure_rate,unique_ips,geo_entropy,avg_response_time
9.9760583620797,10.990711781861261,8.866315027804886,8.775117136419832,8.368836219306726,8.990513128435175
10.468648010861584,11.692902280335728,9.634968185045608,9.681590551660396,14.189434693097141,10.799613952703035
10.694084378483197,13.933920843977775,10.767003821192363,11.787567946791107,10.12795518491565,6.4490092877616725
10.502199884196445,13.25984484233257,7.729686790488582,9.774686124117562,11.97846273800636,8.714210628480286
7.277535883116537,9.295379635266148,11.283693062447169,6.814091599216525,10.815576143196806,7.427357725015389
11.593900146161143,12.952081659162001,9.16242798045876,8.149449821109151,7.508844020462888,5.455533363273457
8.414044715446575,8.845511352041004,10.227325129871536,10.833572064545407,8.488786359367872,9.75586008797484
6.627014417230162,7.19607369630889,11.447239235902233,9.409571404542078,8.318306098163744,11.231058559323696
9.68726933656006,5.069904365064495,9.715616576694954,13.683977863236361,11.128763856654134,8.730021728635986
9.311313659356289,8.434333455285811,9.018818216109684,12.245912294382336,11.452161711036721,12.117978533857263
12.453118039116596,9.890318848136607,7.409491924463513,8.965202144728499,7.675795500452823,10.154612903430978
10.066317041075186,8.236098115632181,12.817899748858936,9.007768207066905,9.296370223944413,11.617303188878846
8.590269905517607,8.423611979362196,7.680919588302832,8.998125743537184,9.829924153335869,6.103482919756447
12.844734285997069,10.84416977261031,11.991076596059834,12.557158358171439,8.91557950190268,13.741261156891916
9.641474520182477,12.81705633834095,7.910664559534503,8.574879561635973,8.903916405934417,12.291632302614204
11.914339887616466,9.769524791528648,14.46051704877173,11.407034122721019,9.331009546843987,11.293427435146816
10.02803968654144,8.558298800368155,6.59278373902381,4.718784010815712,9.578018941900615,10.751975002295822
8.118628755681339,10.458049898134123,9.261892715546955,11.020981995234251,8.52639144501668,9.576765623824997
9.332253878578019,11.716141487506526,9.384877479542903,10.225086799541081,13.39959582863914,8.806773716675501
9.794175474792054,9.940377154771303,10.32840635575047,9.60977492695015,10.322219762474326,14.813196616832059
7.583570751031003,9.119001853454272,9.14054986560032,8.946953461953429,14.55271859460295,5.7587818128102235
12.309752444958653,8.766464798650821,9.463991684509072,7.564438740046278,14.455614914851717,10.767372292112361
11.085125820727713,10.758122048144552,10.051516655490172,9.142509485243053,11.450502528880985,8.832020990879313
13.406051131669711,11.41340400977374,7.754396357829522,9.772865063817479,10.7636876000436,6.410968993798519
12.344589660581038,9.092892925783133,8.388087513755405,12.001789522718706,10.574110606522472,10.532851922039077
10.762855037756285,10.534974456428698,8.722577053060046,9.985388080390125,7.524079472287046,11.049075601275197
10.32905351455471,9.379878215823307,10.790798991087017,12.12972738216166,11.062785716715174,12.22545406224962
9.507804622905427,9.318598895409743,10.700926979233136,12.358699508423605,8.898820777017352,12.062754275474942
8.808239732110804,12.358150215454636,12.709259559276235,9.26951604130831,7.281779150635801,14.357048460965645
11.095742994037705,9.767086374565844,12.169416997784309,6.1245806357982655,7.717637314488577,8.361996620871398
